Area of Usual Residence,Area of Workplace,Females
S02001942,S02001558,1
S02001942,S02001574,1
S02001942,S02001575,1
S02001942,S02001620,1
S02001942,S02001622,1
S02001942,S02001703,1
S02001942,S02001710,1
S02001942,S02001714,1
S02001942,S02001843,2
S02001942,S02001845,1
S02001942,S02001850,2
S02001942,S02001851,2
S02001942,S02001853,1
S02001942,S02001855,5
S02001942,S02001856,3
S02001942,S02001859,2
S02001942,S02001860,3
S02001942,S02001861,1
S02001942,S02001862,2
S02001942,S02001863,1
S02001942,S02001865,2
S02001942,S02001866,1
S02001942,S02001867,2
S02001942,S02001868,1
S02001942,S02001873,2
S02001942,S02001886,1
S02001942,S02001887,1
S02001942,S02001888,1
S02001942,S02001889,3
S02001942,S02001890,15
S02001942,S02001891,1
S02001942,S02001893,1
S02001942,S02001894,12
S02001942,S02001898,1
S02001942,S02001900,1
S02001942,S02001903,1
S02001942,S02001904,1
S02001942,S02001906,2
S02001942,S02001908,5
S02001942,S02001910,2
S02001942,S02001912,1
S02001942,S02001913,3
S02001942,S02001914,1
S02001942,S02001916,3
S02001942,S02001918,2
S02001942,S02001919,1
S02001942,S02001920,2
S02001942,S02001921,6
S02001942,S02001922,25
S02001942,S02001923,3
S02001942,S02001924,41
S02001942,S02001925,13
S02001942,S02001926,10
S02001942,S02001927,4
S02001942,S02001929,1
S02001942,S02001930,1
S02001942,S02001931,1
S02001942,S02001932,73
S02001942,S02001933,62
S02001942,S02001934,99
S02001942,S02001935,12
S02001942,S02001936,14
S02001942,S02001937,8
S02001942,S02001938,20
S02001942,S02001939,17
S02001942,S02001940,17
S02001942,S02001941,32
S02001942,S02001942,48
S02001942,S02001943,12
S02001942,S02001944,10
S02001942,S02001946,13
S02001942,S02001948,3
S02001942,S02001949,14
S02001942,S02001950,5
S02001942,S02001951,1
S02001942,S02001952,14
S02001942,S02001953,21
S02001942,S02001954,2
S02001942,S02001955,2
S02001942,S02001957,8
S02001942,S02001958,14
S02001942,S02001959,1
S02001942,S02001960,1
S02001942,S02001961,4
S02001942,S02001963,2
S02001942,S02001964,1
S02001942,S02001970,7
S02001942,S02001971,2
S02001942,S02001974,1
S02001942,S02001975,2
S02001942,S02001976,1
S02001942,S02001977,2
S02001942,S02002034,1
S02001942,S02002038,1
S02001942,S02002043,2
S02001942,S02002049,1
S02001942,S02002138,3
S02001942,S02002150,1
S02001942,S02002165,1
S02001942,S02002169,4
S02001942,S02002170,1
S02001942,S02002171,1
S02001942,S02002174,1
S02001942,S02002175,1
S02001942,S02002176,1
S02001942,S02002185,2
S02001942,S02002186,1
S02001942,S02002190,2
S02001942,S02002194,3
S02001942,S02002200,1
S02001942,S02002201,1
S02001942,S02002202,2
S02001942,S02002210,2
S02001942,S02002211,2
S02001942,S02002256,2
S02001942,S02002270,1
S02001942,S02002278,2
S02001942,S02002279,3
S02001942,S02002282,9
S02001942,S02002334,1
S02001942,S02002395,1
S02001942,S02002396,2
S02001942,S02002398,2
S02001942,S02002399,1
S02001942,S02002401,1
S02001942,S02002403,3
S02001942,S02002408,2
S02001942,S02002412,1
S02001942,S02002414,1
S02001942,S02002424,1
S02001942,S02002425,1
S02001942,S02002439,1
S02001942,S02002445,1
S02001942,S02002461,5
S02001942,S02002470,1
S02001942,S02002476,1
S02001942,S02002488,1
S02001942,S02002492,1
S02001943,England,3
S02001943,OD0000001,74
S02001943,OD0000002,1
S02001943,OD0000003,60
S02001943,S02001504,2
S02001943,S02001508,1
S02001943,S02001509,4
S02001943,S02001510,1
S02001943,S02001511,2
S02001943,S02001515,2
S02001943,S02001518,1
S02001943,S02001520,8
S02001943,S02001521,8
S02001943,S02001524,4
S02001943,S02001526,1
S02001943,S02001527,2
S02001943,S02001558,1
S02001943,S02001561,1
S02001943,S02001567,1
S02001943,S02001568,1
S02001943,S02001574,1
S02001943,S02001593,1
S02001943,S02001670,2
S02001943,S02001795,2
S02001943,S02001845,3
S02001943,S02001846,1
S02001943,S02001849,1
S02001943,S02001855,5
S02001943,S02001856,5
S02001943,S02001859,1
S02001943,S02001860,3
S02001943,S02001861,5
S02001943,S02001862,1
S02001943,S02001865,2
S02001943,S02001867,1
S02001943,S02001869,1
S02001943,S02001873,1
S02001943,S02001876,2
S02001943,S02001880,1
S02001943,S02001882,2
S02001943,S02001884,1
S02001943,S02001886,1
S02001943,S02001887,4
S02001943,S02001888,2
S02001943,S02001889,6
S02001943,S02001890,11
S02001943,S02001891,4
S02001943,S02001892,2
S02001943,S02001894,3
S02001943,S02001895,3
S02001943,S02001896,4
S02001943,S02001906,2
S02001943,S02001908,2
S02001943,S02001909,5
S02001943,S02001910,3
S02001943,S02001914,2
S02001943,S02001915,1
S02001943,S02001917,2
S02001943,S02001919,2
S02001943,S02001920,2
S02001943,S02001921,9
S02001943,S02001922,36
S02001943,S02001923,1
S02001943,S02001924,38
S02001943,S02001925,21
S02001943,S02001926,8
S02001943,S02001927,3
S02001943,S02001928,1
S02001943,S02001929,2
S02001943,S02001931,1
S02001943,S02001932,54
S02001943,S02001933,38
S02001943,S02001934,71
S02001943,S02001935,3
S02001943,S02001936,7
S02001943,S02001938,8
S02001943,S02001939,5
S02001943,S02001940,12
S02001943,S02001941,17
S02001943,S02001942,27
S02001943,S02001943,36
S02001943,S02001944,13
S02001943,S02001945,5
S02001943,S02001946,14
S02001943,S02001947,6
S02001943,S02001948,4
S02001943,S02001949,2
S02001943,S02001950,4
S02001943,S02001951,2
S02001943,S02001952,28
S02001943,S02001953,13
S02001943,S02001954,1
S02001943,S02001955,3
S02001943,S02001956,1
S02001943,S02001957,4
S02001943,S02001958,9
S02001943,S02001959,1
S02001943,S02001961,1
S02001943,S02001963,2
S02001943,S02001968,2
S02001943,S02001970,8
S02001943,S02001971,2
S02001943,S02001973,1
S02001943,S02001974,3
S02001943,S02001976,1
S02001943,S02002163,1
S02001943,S02002166,1
S02001943,S02002168,3
S02001943,S02002171,1
S02001943,S02002194,1
S02001943,S02002202,1
S02001943,S02002270,2
S02001943,S02002276,2
S02001943,S02002278,4
S02001943,S02002279,2
S02001943,S02002282,2
S02001943,S02002391,1
S02001943,S02002408,2
S02001943,S02002421,1
S02001943,S02002422,1
S02001943,S02002435,1
S02001943,S02002461,3
S02001943,S02002463,1
S02001943,S02002471,1
S02001943,S02002483,2
S02001944,England,2
S02001944,OD0000001,63
S02001944,OD0000003,63
S02001944,S02001508,2
S02001944,S02001509,2
S02001944,S02001516,1
S02001944,S02001519,4
S02001944,S02001520,11
S02001944,S02001521,8
S02001944,S02001523,3
S02001944,S02001524,8
S02001944,S02001527,4
S02001944,S02001572,2
S02001944,S02001620,1
S02001944,S02001660,1
S02001944,S02001670,1
S02001944,S02001850,1
S02001944,S02001856,2
S02001944,S02001859,2
S02001944,S02001860,1
S02001944,S02001861,1
S02001944,S02001864,1
S02001944,S02001867,2
S02001944,S02001868,4
S02001944,S02001869,1
S02001944,S02001870,1
S02001944,S02001873,1
S02001944,S02001888,1
S02001944,S02001889,2
S02001944,S02001890,7
S02001944,S02001891,1
S02001944,S02001894,2
S02001944,S02001906,2
S02001944,S02001907,3
S02001944,S02001908,1
S02001944,S02001909,2
S02001944,S02001911,1
S02001944,S02001914,2
S02001944,S02001916,1
S02001944,S02001918,2
S02001944,S02001919,1
S02001944,S02001920,1
S02001944,S02001921,6
S02001944,S02001922,17
S02001944,S02001923,5
S02001944,S02001924,30
S02001944,S02001925,11
S02001944,S02001926,14
S02001944,S02001928,2
S02001944,S02001931,1
S02001944,S02001932,60
S02001944,S02001933,38
S02001944,S02001934,60
S02001944,S02001935,4
S02001944,S02001936,2
S02001944,S02001937,3
S02001944,S02001938,9
S02001944,S02001939,3
S02001944,S02001940,7
S02001944,S02001941,6
S02001944,S02001942,21
S02001944,S02001943,24
S02001944,S02001944,22
S02001944,S02001945,7
S02001944,S02001946,3
S02001944,S02001948,2
S02001944,S02001949,3
S02001944,S02001951,2
S02001944,S02001952,2
S02001944,S02001953,2
S02001944,S02001954,3
S02001944,S02001955,2
S02001944,S02001957,5
S02001944,S02001958,3
S02001944,S02001961,1
S02001944,S02001963,2
S02001944,S02001970,3
S02001944,S02001974,2
S02001944,S02001975,3
S02001944,S02002043,1
S02001944,S02002166,2
S02001944,S02002168,1
S02001944,S02002200,1
S02001944,S02002202,1
S02001944,S02002206,1
S02001944,S02002211,1
S02001944,S02002259,1
S02001944,S02002274,2
S02001944,S02002278,1
S02001944,S02002382,1
S02001944,S02002396,1
S02001944,S02002404,1
S02001944,S02002407,1
S02001944,S02002409,2
S02001944,S02002413,1
S02001944,S02002438,1
S02001944,S02002461,2
S02001945,England,1
S02001945,OD0000001,72
S02001945,OD0000002,1
S02001945,OD0000003,62
S02001945,OD0000004,1
S02001945,S02001387,1
S02001945,S02001486,1
S02001945,S02001506,3
S02001945,S02001507,3
S02001945,S02001508,2
S02001945,S02001509,5
S02001945,S02001511,2
S02001945,S02001512,2
S02001945,S02001514,1
S02001945,S02001516,6
S02001945,S02001517,2
S02001945,S02001520,8
S02001945,S02001521,3
S02001945,S02001524,6
S02001945,S02001527,4
S02001945,S02001528,1
S02001945,S02001533,1
S02001945,S02001561,4
S02001945,S02001577,1
S02001945,S02001660,1
S02001945,S02001682,2
S02001945,S02001845,3
S02001945,S02001847,1
S02001945,S02001850,2
S02001945,S02001851,1
S02001945,S02001852,2
S02001945,S02001855,3
S02001945,S02001856,7
S02001945,S02001857,2
S02001945,S02001859,3
S02001945,S02001860,11
S02001945,S02001861,4
S02001945,S02001862,3
S02001945,S02001865,1
S02001945,S02001866,1
S02001945,S02001868,1
S02001945,S02001872,2
S02001945,S02001873,3
S02001945,S02001877,1
S02001945,S02001878,1
S02001945,S02001882,1
S02001945,S02001886,3
S02001945,S02001888,2
S02001945,S02001889,1
S02001945,S02001890,17
S02001945,S02001891,4
S02001945,S02001894,2
S02001945,S02001897,1
S02001945,S02001898,1
S02001945,S02001899,1
S02001945,S02001902,1
S02001945,S02001903,2
S02001945,S02001906,3
S02001945,S02001908,4
S02001945,S02001912,1
S02001945,S02001915,2
S02001945,S02001916,1
S02001945,S02001917,1
S02001945,S02001918,4
S02001945,S02001919,5
S02001945,S02001920,2
S02001945,S02001921,3
S02001945,S02001922,21
S02001945,S02001923,1
S02001945,S02001924,27
S02001945,S02001925,9
S02001945,S02001926,4
S02001945,S02001927,3
S02001945,S02001929,3
S02001945,S02001930,1
S02001945,S02001931,5
S02001945,S02001932,60
S02001945,S02001933,49
S02001945,S02001934,110
S02001945,S02001935,14
S02001945,S02001936,18
S02001945,S02001937,7
S02001945,S02001938,15
S02001945,S02001939,10
S02001945,S02001940,16
S02001945,S02001941,28
S02001945,S02001942,16
S02001945,S02001943,19
S02001945,S02001944,8
S02001945,S02001945,11
S02001945,S02001946,47
S02001945,S02001947,9
S02001945,S02001948,6
S02001945,S02001949,16
S02001945,S02001950,2
S02001945,S02001951,3
S02001945,S02001952,18
S02001945,S02001953,18
S02001945,S02001954,3
S02001945,S02001957,4
S02001945,S02001958,28
S02001945,S02001959,4
S02001945,S02001963,3
S02001945,S02001964,2
S02001945,S02001965,1
S02001945,S02001966,1
S02001945,S02001967,1
S02001945,S02001969,1
S02001945,S02001970,9
S02001945,S02001971,4
S02001945,S02001973,1
S02001945,S02001974,8
S02001945,S02001975,3
S02001945,S02001976,9
S02001945,S02002160,1
S02001945,S02002165,1
S02001945,S02002166,2
S02001945,S02002168,6
S02001945,S02002186,1
S02001945,S02002194,1
S02001945,S02002198,1
S02001945,S02002255,1
S02001945,S02002256,3
S02001945,S02002260,1
S02001945,S02002261,1
S02001945,S02002270,1
S02001945,S02002274,5
S02001945,S02002278,4
S02001945,S02002279,1
S02001945,S02002282,4
S02001945,S02002284,1
S02001945,S02002391,1
S02001945,S02002402,1
S02001945,S02002403,1
S02001945,S02002408,1
S02001945,S02002435,2
S02001945,S02002436,1
S02001945,S02002448,1
S02001945,S02002453,2
S02001945,S02002460,1
S02001945,S02002461,16
S02001945,S02002463,1
S02001945,S02002467,1
S02001945,S02002469,1
S02001945,S02002471,1
S02001945,S02002472,2
S02001946,England,2
S02001946,OD0000001,91
S02001946,OD0000003,49
S02001946,OD0000004,1
S02001946,S02001402,1
S02001946,S02001496,1
S02001946,S02001500,2
S02001946,S02001507,1
S02001946,S02001508,2
S02001946,S02001509,3
S02001946,S02001510,2
S02001946,S02001511,3
S02001946,S02001512,1
S02001946,S02001515,6
S02001946,S02001516,4
S02001946,S02001517,7
S02001946,S02001518,2
S02001946,S02001520,4
S02001946,S02001524,6
S02001946,S02001526,2
S02001946,S02001527,1
S02001946,S02001558,1
S02001946,S02001568,1
S02001946,S02001572,1
S02001946,S02001575,2
S02001946,S02001623,2
S02001946,S02001683,2
S02001946,S02001730,1
S02001946,S02001845,2
S02001946,S02001847,1
S02001946,S02001849,2
S02001946,S02001852,1
S02001946,S02001855,15
S02001946,S02001856,3
S02001946,S02001857,2
S02001946,S02001858,1
S02001946,S02001859,1
S02001946,S02001860,7
S02001946,S02001863,2
S02001946,S02001864,3
S02001946,S02001866,1
S02001946,S02001867,2
S02001946,S02001868,1
S02001946,S02001871,1
S02001946,S02001873,1
S02001946,S02001882,1
S02001946,S02001887,1
S02001946,S02001888,2
S02001946,S02001889,3
S02001946,S02001890,8
S02001946,S02001891,1
S02001946,S02001894,4
S02001946,S02001897,1
S02001946,S02001901,1
S02001946,S02001903,1
S02001946,S02001906,7
S02001946,S02001908,2
S02001946,S02001909,3
S02001946,S02001910,1
S02001946,S02001913,2
S02001946,S02001915,1
S02001946,S02001916,2
S02001946,S02001918,1
S02001946,S02001919,1
S02001946,S02001921,1
S02001946,S02001922,8
S02001946,S02001924,14
S02001946,S02001925,5
S02001946,S02001926,4
S02001946,S02001927,1
S02001946,S02001931,3
S02001946,S02001932,40
S02001946,S02001933,24
S02001946,S02001934,103
S02001946,S02001935,9
S02001946,S02001936,17
S02001946,S02001937,5
S02001946,S02001938,16
S02001946,S02001939,10
S02001946,S02001940,10
S02001946,S02001941,24
S02001946,S02001942,11
S02001946,S02001943,8
S02001946,S02001944,1
S02001946,S02001945,6
S02001946,S02001946,65
S02001946,S02001947,7
S02001946,S02001948,13
S02001946,S02001949,10
S02001946,S02001950,5
S02001946,S02001951,5
S02001946,S02001952,30
S02001946,S02001953,17
S02001946,S02001954,1
S02001946,S02001955,4
S02001946,S02001956,2
S02001946,S02001957,3
S02001946,S02001958,27
S02001946,S02001961,1
S02001946,S02001963,2
S02001946,S02001964,1
S02001946,S02001965,1
S02001946,S02001970,22
S02001946,S02001971,3
S02001946,S02001972,3
S02001946,S02001973,3
S02001946,S02001974,2
S02001946,S02001975,1
S02001946,S02001976,2
S02001946,S02001977,2
S02001946,S02002035,1
S02001946,S02002108,1
S02001946,S02002113,1
S02001946,S02002138,1
S02001946,S02002156,1
S02001946,S02002166,5
S02001946,S02002176,2
S02001946,S02002177,1
S02001946,S02002186,2
S02001946,S02002190,1
S02001946,S02002194,2
S02001946,S02002199,2
S02001946,S02002200,1
S02001946,S02002211,1
S02001946,S02002256,2
S02001946,S02002266,1
S02001946,S02002274,4
S02001946,S02002277,2
S02001946,S02002278,6
S02001946,S02002281,1
S02001946,S02002282,5
S02001946,S02002284,1
S02001946,S02002285,1
S02001946,S02002291,1
S02001946,S02002333,1
S02001946,S02002341,1
S02001946,S02002364,1
S02001946,S02002391,2
S02001946,S02002398,1
S02001946,S02002401,4
S02001946,S02002403,1
S02001946,S02002414,1
S02001946,S02002416,3
S02001946,S02002421,1
S02001946,S02002436,1
S02001946,S02002448,1
S02001946,S02002449,1
S02001946,S02002453,1
S02001946,S02002454,1
S02001946,S02002457,1
S02001946,S02002460,1
S02001946,S02002461,17
S02001946,S02002464,1
S02001946,S02002471,5
S02001947,England,1
S02001947,OD0000001,66
S02001947,OD0000003,33
S02001947,S02001449,1
S02001947,S02001507,1
S02001947,S02001508,2
S02001947,S02001509,5
S02001947,S02001510,2
S02001947,S02001511,3
S02001947,S02001515,2
S02001947,S02001516,1
S02001947,S02001517,1
S02001947,S02001518,3
S02001947,S02001520,3
S02001947,S02001524,1
S02001947,S02001525,1
S02001947,S02001527,2
S02001947,S02001528,1
S02001947,S02001622,1
S02001947,S02001647,1
S02001947,S02001738,1
S02001947,S02001784,1
S02001947,S02001842,7
S02001947,S02001843,1
S02001947,S02001844,1
S02001947,S02001845,1
S02001947,S02001850,1
S02001947,S02001851,1
S02001947,S02001854,1
S02001947,S02001855,10
S02001947,S02001856,5
S02001947,S02001857,1
S02001947,S02001860,3
S02001947,S02001861,4
S02001947,S02001862,3
S02001947,S02001863,1
S02001947,S02001867,1
S02001947,S02001869,1
S02001947,S02001873,3
S02001947,S02001889,2
S02001947,S02001890,6
S02001947,S02001891,4
S02001947,S02001892,1
S02001947,S02001894,7
S02001947,S02001896,1
S02001947,S02001902,1
S02001947,S02001903,2
S02001947,S02001906,1
S02001947,S02001908,1
S02001947,S02001910,1
S02001947,S02001913,1
S02001947,S02001915,1
S02001947,S02001917,2
S02001947,S02001918,1
S02001947,S02001919,1
S02001947,S02001921,2
S02001947,S02001922,10
S02001947,S02001923,3
S02001947,S02001924,7
S02001947,S02001925,12
S02001947,S02001926,1
S02001947,S02001931,2
S02001947,S02001932,29
S02001947,S02001933,35
S02001947,S02001934,55
S02001947,S02001935,8
S02001947,S02001936,16
S02001947,S02001937,2
S02001947,S02001938,18
S02001947,S02001939,13
S02001947,S02001940,6
S02001947,S02001941,16
S02001947,S02001942,4
S02001947,S02001943,13
S02001947,S02001944,3
S02001947,S02001945,2
S02001947,S02001946,23
S02001947,S02001947,10
S02001947,S02001948,6
S02001947,S02001949,7
S02001947,S02001950,5
S02001947,S02001951,4
S02001947,S02001952,14
S02001947,S02001953,7
S02001947,S02001954,2
S02001947,S02001955,1
S02001947,S02001956,2
S02001947,S02001957,6
S02001947,S02001958,14
S02001947,S02001961,1
S02001947,S02001963,1
S02001947,S02001968,1
S02001947,S02001970,4
S02001947,S02001971,5
S02001947,S02001972,2
S02001947,S02001973,1
S02001947,S02001975,1
S02001947,S02001976,1
S02001947,S02001980,1
S02001947,S02002041,1
S02001947,S02002043,1
S02001947,S02002048,1
S02001947,S02002105,1
S02001947,S02002150,1
S02001947,S02002170,1
S02001947,S02002185,3
S02001947,S02002186,1
S02001947,S02002200,1
S02001947,S02002210,2
S02001947,S02002211,2
S02001947,S02002274,3
S02001947,S02002275,1
S02001947,S02002278,1
S02001947,S02002282,5
S02001947,S02002423,1
S02001947,S02002425,1
S02001947,S02002436,1
S02001947,S02002453,1
S02001947,S02002460,2
S02001947,S02002461,2
S02001947,S02002462,1
S02001947,S02002464,4
S02001948,England,1
