Area of Usual Residence,Area of Workplace,Males
S02001889,S02001731,2
S02001889,S02001762,2
S02001889,S02001842,1
S02001889,S02001844,1
S02001889,S02001845,4
S02001889,S02001847,1
S02001889,S02001849,3
S02001889,S02001855,11
S02001889,S02001856,7
S02001889,S02001860,8
S02001889,S02001861,4
S02001889,S02001862,3
S02001889,S02001863,2
S02001889,S02001864,7
S02001889,S02001865,5
S02001889,S02001866,4
S02001889,S02001867,13
S02001889,S02001868,4
S02001889,S02001869,2
S02001889,S02001870,4
S02001889,S02001873,2
S02001889,S02001876,1
S02001889,S02001877,3
S02001889,S02001880,2
S02001889,S02001882,1
S02001889,S02001884,5
S02001889,S02001886,8
S02001889,S02001887,4
S02001889,S02001888,7
S02001889,S02001889,34
S02001889,S02001890,40
S02001889,S02001891,11
S02001889,S02001892,3
S02001889,S02001893,5
S02001889,S02001894,10
S02001889,S02001895,7
S02001889,S02001896,3
S02001889,S02001897,3
S02001889,S02001902,1
S02001889,S02001906,1
S02001889,S02001908,3
S02001889,S02001909,1
S02001889,S02001910,2
S02001889,S02001918,1
S02001889,S02001921,1
S02001889,S02001922,1
S02001889,S02001923,3
S02001889,S02001924,4
S02001889,S02001925,3
S02001889,S02001926,5
S02001889,S02001927,7
S02001889,S02001929,1
S02001889,S02001930,1
S02001889,S02001932,77
S02001889,S02001933,48
S02001889,S02001934,153
S02001889,S02001935,15
S02001889,S02001936,27
S02001889,S02001937,4
S02001889,S02001938,12
S02001889,S02001940,3
S02001889,S02001941,2
S02001889,S02001942,2
S02001889,S02001943,2
S02001889,S02001946,4
S02001889,S02001949,1
S02001889,S02001950,1
S02001889,S02001952,6
S02001889,S02001953,4
S02001889,S02001954,3
S02001889,S02001957,2
S02001889,S02001958,4
S02001889,S02001959,1
S02001889,S02001961,1
S02001889,S02001963,4
S02001889,S02001964,1
S02001889,S02001970,4
S02001889,S02001971,1
S02001889,S02001975,1
S02001889,S02001976,2
S02001889,S02002038,1
S02001889,S02002040,1
S02001889,S02002041,2
S02001889,S02002046,1
S02001889,S02002100,3
S02001889,S02002109,3
S02001889,S02002110,1
S02001889,S02002112,1
S02001889,S02002124,1
S02001889,S02002135,2
S02001889,S02002139,1
S02001889,S02002145,1
S02001889,S02002149,1
S02001889,S02002155,3
S02001889,S02002160,6
S02001889,S02002166,8
S02001889,S02002174,1
S02001889,S02002175,1
S02001889,S02002177,1
S02001889,S02002182,1
S02001889,S02002186,1
S02001889,S02002188,2
S02001889,S02002191,2
S02001889,S02002194,1
S02001889,S02002198,5
S02001889,S02002200,3
S02001889,S02002206,1
S02001889,S02002210,2
S02001889,S02002238,1
S02001889,S02002251,2
S02001889,S02002256,11
S02001889,S02002260,1
S02001889,S02002262,1
S02001889,S02002264,1
S02001889,S02002271,2
S02001889,S02002273,1
S02001889,S02002274,7
S02001889,S02002277,1
S02001889,S02002278,4
S02001889,S02002282,6
S02001889,S02002343,2
S02001889,S02002348,1
S02001889,S02002373,1
S02001889,S02002382,1
S02001889,S02002384,4
S02001889,S02002391,2
S02001889,S02002395,1
S02001889,S02002398,4
S02001889,S02002403,5
S02001889,S02002406,1
S02001889,S02002408,7
S02001889,S02002409,8
S02001889,S02002416,3
S02001889,S02002423,7
S02001889,S02002425,3
S02001889,S02002435,7
S02001889,S02002436,3
S02001889,S02002450,2
S02001889,S02002453,2
S02001889,S02002461,2
S02001889,S02002462,1
S02001889,S02002471,1
S02001889,S02002474,1
S02001889,S02002481,1
S02001889,S02002492,2
S02001890,England,10
S02001890,OD0000001,181
S02001890,OD0000002,5
S02001890,OD0000003,184
S02001890,OD0000004,6
S02001890,S02001239,2
S02001890,S02001248,1
S02001890,S02001249,1
S02001890,S02001277,1
S02001890,S02001372,1
S02001890,S02001373,2
S02001890,S02001387,2
S02001890,S02001394,1
S02001890,S02001468,1
S02001890,S02001489,1
S02001890,S02001491,1
S02001890,S02001492,1
S02001890,S02001496,1
S02001890,S02001499,1
S02001890,S02001504,2
S02001890,S02001509,1
S02001890,S02001510,1
S02001890,S02001516,1
S02001890,S02001520,2
S02001890,S02001527,2
S02001890,S02001534,2
S02001890,S02001535,1
S02001890,S02001558,1
S02001890,S02001562,1
S02001890,S02001564,1
S02001890,S02001565,1
S02001890,S02001574,3
S02001890,S02001577,1
S02001890,S02001586,1
S02001890,S02001590,1
S02001890,S02001620,2
S02001890,S02001622,3
S02001890,S02001660,1
S02001890,S02001663,1
S02001890,S02001667,1
S02001890,S02001730,1
S02001890,S02001738,1
S02001890,S02001758,2
S02001890,S02001779,2
S02001890,S02001842,1
S02001890,S02001845,7
S02001890,S02001850,11
S02001890,S02001851,1
S02001890,S02001852,2
S02001890,S02001855,5
S02001890,S02001856,13
S02001890,S02001858,1
S02001890,S02001859,2
S02001890,S02001860,5
S02001890,S02001861,2
S02001890,S02001862,13
S02001890,S02001864,4
S02001890,S02001865,1
S02001890,S02001866,4
S02001890,S02001867,6
S02001890,S02001868,4
S02001890,S02001869,2
S02001890,S02001871,1
S02001890,S02001873,4
S02001890,S02001881,2
S02001890,S02001882,1
S02001890,S02001884,1
S02001890,S02001886,6
S02001890,S02001887,2
S02001890,S02001888,2
S02001890,S02001889,6
S02001890,S02001890,95
S02001890,S02001891,4
S02001890,S02001892,1
S02001890,S02001893,2
S02001890,S02001894,10
S02001890,S02001897,7
S02001890,S02001903,1
S02001890,S02001906,1
S02001890,S02001908,6
S02001890,S02001910,1
S02001890,S02001912,2
S02001890,S02001916,1
S02001890,S02001917,2
S02001890,S02001918,3
S02001890,S02001922,5
S02001890,S02001923,1
S02001890,S02001924,2
S02001890,S02001925,9
S02001890,S02001927,7
S02001890,S02001929,2
S02001890,S02001932,72
S02001890,S02001933,93
S02001890,S02001934,245
S02001890,S02001935,14
S02001890,S02001936,29
S02001890,S02001937,8
S02001890,S02001938,6
S02001890,S02001939,2
S02001890,S02001940,3
S02001890,S02001941,2
S02001890,S02001942,1
S02001890,S02001943,2
S02001890,S02001946,4
S02001890,S02001949,1
S02001890,S02001952,28
S02001890,S02001953,5
S02001890,S02001954,3
S02001890,S02001957,2
S02001890,S02001958,18
S02001890,S02001959,2
S02001890,S02001963,6
S02001890,S02001964,2
S02001890,S02001971,2
S02001890,S02002037,1
S02001890,S02002038,1
S02001890,S02002043,1
S02001890,S02002044,6
S02001890,S02002046,4
S02001890,S02002098,1
S02001890,S02002132,1
S02001890,S02002138,1
S02001890,S02002150,1
S02001890,S02002152,1
S02001890,S02002155,1
S02001890,S02002156,1
S02001890,S02002160,3
S02001890,S02002165,1
S02001890,S02002166,2
S02001890,S02002169,2
S02001890,S02002175,1
S02001890,S02002176,1
S02001890,S02002177,1
S02001890,S02002186,2
S02001890,S02002195,1
S02001890,S02002202,1
S02001890,S02002210,1
S02001890,S02002254,2
S02001890,S02002256,10
S02001890,S02002261,2
S02001890,S02002262,2
S02001890,S02002263,1
S02001890,S02002273,1
S02001890,S02002274,11
S02001890,S02002276,1
S02001890,S02002277,1
S02001890,S02002278,10
S02001890,S02002279,3
S02001890,S02002282,8
S02001890,S02002291,1
S02001890,S02002333,2
S02001890,S02002341,3
S02001890,S02002348,5
S02001890,S02002373,1
S02001890,S02002383,1
S02001890,S02002391,2
S02001890,S02002395,2
S02001890,S02002396,1
S02001890,S02002398,7
S02001890,S02002401,1
S02001890,S02002403,1
S02001890,S02002406,1
S02001890,S02002408,2
S02001890,S02002409,1
S02001890,S02002410,2
S02001890,S02002413,1
S02001890,S02002414,2
S02001890,S02002415,1
S02001890,S02002416,4
S02001890,S02002421,2
S02001890,S02002423,4
S02001890,S02002425,5
S02001890,S02002427,1
S02001890,S02002430,1
S02001890,S02002431,1
S02001890,S02002447,1
S02001890,S02002448,2
S02001890,S02002461,9
S02001890,S02002469,1
S02001890,S02002471,4
S02001890,S02002481,1
S02001890,S02002483,1
S02001890,S02002486,1
S02001890,S02002487,1
S02001890,S02002496,1
S02001890,S02002498,1
S02001891,England,2
S02001891,NI,1
S02001891,OD0000001,117
S02001891,OD0000002,5
S02001891,OD0000003,118
S02001891,OD0000004,4
S02001891,S02001247,1
S02001891,S02001277,1
S02001891,S02001350,1
S02001891,S02001387,4
S02001891,S02001401,1
S02001891,S02001426,1
S02001891,S02001486,2
S02001891,S02001497,1
S02001891,S02001499,1
S02001891,S02001504,1
S02001891,S02001509,1
S02001891,S02001516,3
S02001891,S02001520,2
S02001891,S02001523,1
S02001891,S02001524,2
S02001891,S02001525,1
S02001891,S02001527,3
S02001891,S02001572,1
S02001891,S02001577,1
S02001891,S02001616,2
S02001891,S02001619,1
S02001891,S02001620,2
S02001891,S02001622,2
S02001891,S02001623,1
S02001891,S02001629,1
S02001891,S02001644,1
S02001891,S02001647,1
S02001891,S02001649,2
S02001891,S02001656,1
S02001891,S02001657,1
S02001891,S02001660,2
S02001891,S02001682,3
S02001891,S02001683,2
S02001891,S02001705,1
S02001891,S02001715,2
S02001891,S02001726,1
S02001891,S02001730,2
S02001891,S02001843,1
S02001891,S02001845,2
S02001891,S02001846,1
S02001891,S02001849,3
S02001891,S02001852,1
S02001891,S02001855,7
S02001891,S02001856,5
S02001891,S02001858,2
S02001891,S02001859,7
S02001891,S02001860,8
S02001891,S02001861,4
S02001891,S02001862,1
S02001891,S02001864,1
S02001891,S02001866,2
S02001891,S02001867,3
S02001891,S02001868,1
S02001891,S02001870,1
S02001891,S02001874,1
S02001891,S02001880,1
S02001891,S02001886,4
S02001891,S02001887,1
S02001891,S02001888,4
S02001891,S02001889,5
S02001891,S02001890,17
S02001891,S02001891,13
S02001891,S02001892,3
S02001891,S02001893,6
S02001891,S02001894,14
S02001891,S02001895,2
S02001891,S02001897,9
S02001891,S02001898,2
S02001891,S02001899,3
S02001891,S02001900,1
S02001891,S02001903,3
S02001891,S02001906,4
S02001891,S02001907,2
S02001891,S02001908,7
S02001891,S02001910,3
S02001891,S02001912,2
S02001891,S02001916,2
S02001891,S02001918,4
S02001891,S02001919,2
S02001891,S02001923,1
S02001891,S02001924,7
S02001891,S02001925,8
S02001891,S02001926,1
S02001891,S02001927,12
S02001891,S02001928,2
S02001891,S02001929,5
S02001891,S02001930,3
S02001891,S02001931,7
S02001891,S02001932,144
S02001891,S02001933,41
S02001891,S02001934,158
S02001891,S02001935,17
S02001891,S02001936,13
S02001891,S02001937,6
S02001891,S02001938,6
S02001891,S02001940,4
S02001891,S02001941,2
S02001891,S02001942,1
S02001891,S02001943,2
S02001891,S02001944,3
S02001891,S02001949,2
S02001891,S02001950,1
S02001891,S02001951,1
S02001891,S02001952,10
S02001891,S02001953,1
S02001891,S02001956,1
S02001891,S02001957,2
S02001891,S02001958,5
S02001891,S02001962,4
S02001891,S02001963,4
S02001891,S02001964,2
S02001891,S02001970,2
S02001891,S02001971,1
S02001891,S02001972,1
S02001891,S02002037,4
S02001891,S02002040,1
S02001891,S02002046,3
S02001891,S02002047,2
S02001891,S02002056,2
S02001891,S02002092,1
S02001891,S02002110,1
S02001891,S02002123,1
S02001891,S02002136,1
S02001891,S02002145,1
S02001891,S02002150,1
S02001891,S02002152,1
S02001891,S02002155,1
S02001891,S02002156,2
S02001891,S02002160,4
S02001891,S02002163,1
S02001891,S02002166,9
S02001891,S02002168,3
S02001891,S02002170,2
S02001891,S02002174,1
S02001891,S02002175,1
S02001891,S02002176,1
S02001891,S02002178,1
S02001891,S02002194,2
S02001891,S02002200,5
S02001891,S02002202,1
S02001891,S02002206,1
S02001891,S02002221,1
S02001891,S02002237,1
S02001891,S02002247,1
S02001891,S02002255,1
S02001891,S02002256,6
S02001891,S02002260,2
S02001891,S02002262,1
S02001891,S02002263,3
S02001891,S02002270,1
S02001891,S02002274,6
S02001891,S02002275,1
S02001891,S02002277,2
S02001891,S02002278,12
S02001891,S02002282,9
S02001891,S02002291,1
S02001891,S02002338,1
S02001891,S02002339,1
S02001891,S02002348,1
S02001891,S02002349,2
S02001891,S02002382,1
S02001891,S02002384,1
S02001891,S02002391,2
S02001891,S02002394,1
S02001891,S02002398,4
S02001891,S02002399,1
S02001891,S02002402,1
S02001891,S02002403,3
S02001891,S02002408,5
S02001891,S02002409,4
S02001891,S02002416,1
S02001891,S02002425,3
S02001891,S02002426,2
S02001891,S02002427,3
S02001891,S02002432,1
S02001891,S02002435,2
S02001891,S02002448,5
S02001891,S02002449,1
S02001891,S02002450,1
S02001891,S02002461,3
S02001891,S02002464,1
S02001891,S02002465,1
S02001891,S02002473,1
S02001891,S02002483,1
S02001891,S02002486,2
S02001891,S02002489,1
S02001891,S02002505,1
S02001891,S02002507,1
S02001892,England,2
S02001892,NI,1
S02001892,OD0000001,87
S02001892,OD0000002,6
S02001892,OD0000003,91
S02001892,OD0000004,2
S02001892,S02001249,1
S02001892,S02001278,2
S02001892,S02001390,1
S02001892,S02001391,1
S02001892,S02001451,1
S02001892,S02001461,1
S02001892,S02001487,1
S02001892,S02001496,1
S02001892,S02001499,2
S02001892,S02001518,1
S02001892,S02001521,2
S02001892,S02001527,2
S02001892,S02001557,1
S02001892,S02001558,2
S02001892,S02001569,2
S02001892,S02001574,1
S02001892,S02001575,1
S02001892,S02001623,1
S02001892,S02001642,2
S02001892,S02001660,1
S02001892,S02001663,1
S02001892,S02001682,3
S02001892,S02001702,1
S02001892,S02001706,1
S02001892,S02001710,2
S02001892,S02001712,1
S02001892,S02001714,1
S02001892,S02001715,2
S02001892,S02001770,1
S02001892,S02001779,1
S02001892,S02001838,2
S02001892,S02001842,2
S02001892,S02001846,1
S02001892,S02001850,5
S02001892,S02001855,6
S02001892,S02001856,2
S02001892,S02001859,1
S02001892,S02001860,2
S02001892,S02001862,1
S02001892,S02001864,3
S02001892,S02001865,1
S02001892,S02001866,3
S02001892,S02001867,1
S02001892,S02001868,1
S02001892,S02001870,3
S02001892,S02001871,2
S02001892,S02001873,2
S02001892,S02001878,1
S02001892,S02001879,3
S02001892,S02001882,2
S02001892,S02001886,3
S02001892,S02001887,4
S02001892,S02001888,9
S02001892,S02001889,9
S02001892,S02001890,16
S02001892,S02001891,4
S02001892,S02001892,6
S02001892,S02001893,3
S02001892,S02001894,33
S02001892,S02001895,3
S02001892,S02001896,3
S02001892,S02001897,10
S02001892,S02001903,4
S02001892,S02001906,2
S02001892,S02001907,1
S02001892,S02001908,5
S02001892,S02001910,5
S02001892,S02001912,1
S02001892,S02001913,2
S02001892,S02001915,1
S02001892,S02001916,3
S02001892,S02001918,2
S02001892,S02001921,4
S02001892,S02001922,5
S02001892,S02001924,2
S02001892,S02001925,1
S02001892,S02001926,3
S02001892,S02001927,6
S02001892,S02001928,1
S02001892,S02001929,5
S02001892,S02001930,2
S02001892,S02001931,5
S02001892,S02001932,47
S02001892,S02001933,32
S02001892,S02001934,115
S02001892,S02001935,2
S02001892,S02001936,9
S02001892,S02001937,4
S02001892,S02001938,6
S02001892,S02001939,1
S02001892,S02001941,2
S02001892,S02001943,1
S02001892,S02001944,1
S02001892,S02001946,1
S02001892,S02001951,1
S02001892,S02001952,5
S02001892,S02001953,2
S02001892,S02001958,6
S02001892,S02001963,4
S02001892,S02001964,6
S02001892,S02001970,1
S02001892,S02002039,1
S02001892,S02002041,2
S02001892,S02002049,1
S02001892,S02002139,1
S02001892,S02002146,1
S02001892,S02002155,1
S02001892,S02002160,2
S02001892,S02002166,7
S02001892,S02002176,1
S02001892,S02002177,1
S02001892,S02002178,1
S02001892,S02002186,2
S02001892,S02002191,1
S02001892,S02002193,1
S02001892,S02002198,1
S02001892,S02002200,1
S02001892,S02002256,9
S02001892,S02002260,2
S02001892,S02002262,1
S02001892,S02002270,1
S02001892,S02002274,4
S02001892,S02002277,1
S02001892,S02002278,7
S02001892,S02002279,2
S02001892,S02002282,7
S02001892,S02002333,1
S02001892,S02002348,4
S02001892,S02002350,1
S02001892,S02002356,1
S02001892,S02002384,4
S02001892,S02002391,4
S02001892,S02002392,1
S02001892,S02002398,3
S02001892,S02002399,1
S02001892,S02002401,1
S02001892,S02002402,1
S02001892,S02002403,7
S02001892,S02002406,3
S02001892,S02002408,5
S02001892,S02002409,6
S02001892,S02002410,2
S02001892,S02002416,1
S02001892,S02002425,4
S02001892,S02002432,1
S02001892,S02002433,1
S02001892,S02002434,1
S02001892,S02002435,5
S02001892,S02002461,4
S02001892,S02002473,1
S02001892,S02002481,1
S02001892,S02002483,2
S02001892,S02002492,4
S02001892,S02002501,1
S02001892,S02002509,1
S02001893,England,1
S02001893,OD0000001,56
S02001893,OD0000002,1
S02001893,OD0000003,64
S02001893,OD0000004,1
S02001893,S02001402,1
S02001893,S02001486,1
S02001893,S02001492,1
S02001893,S02001521,2
S02001893,S02001524,1
S02001893,S02001526,1
S02001893,S02001581,1
S02001893,S02001660,1
S02001893,S02001694,1
S02001893,S02001769,1
S02001893,S02001855,3
S02001893,S02001856,1
S02001893,S02001859,1
S02001893,S02001860,3
S02001893,S02001861,1
S02001893,S02001862,2
S02001893,S02001863,1
S02001893,S02001864,1
S02001893,S02001866,2
S02001893,S02001869,1
S02001893,S02001873,3
S02001893,S02001876,1
S02001893,S02001886,1
S02001893,S02001887,1
S02001893,S02001888,3
S02001893,S02001889,4
S02001893,S02001890,4
S02001893,S02001891,6
S02001893,S02001892,5
S02001893,S02001893,9
S02001893,S02001894,28
S02001893,S02001895,6
S02001893,S02001896,1
S02001893,S02001897,6
S02001893,S02001898,2
S02001893,S02001908,4
S02001893,S02001910,1
S02001893,S02001912,6
S02001893,S02001921,1
S02001893,S02001922,2
S02001893,S02001923,1
S02001893,S02001924,4
S02001893,S02001925,7
S02001893,S02001926,1
S02001893,S02001927,5
S02001893,S02001929,4
S02001893,S02001930,2
S02001893,S02001931,2
S02001893,S02001932,30
S02001893,S02001933,4
S02001893,S02001934,36
S02001893,S02001935,4
S02001893,S02001937,2
S02001893,S02001938,2
S02001893,S02001940,1
S02001893,S02001942,2
S02001893,S02001943,3
S02001893,S02001946,1
S02001893,S02001948,2
S02001893,S02001952,3
S02001893,S02001958,5
S02001893,S02001959,2
S02001893,S02001963,1
S02001893,S02001970,2
S02001893,S02001971,2
S02001893,S02002166,1
S02001893,S02002168,1
S02001893,S02002169,1
S02001893,S02002171,2
S02001893,S02002193,1
S02001893,S02002198,3
S02001893,S02002206,1
S02001893,S02002256,2
S02001893,S02002260,1
S02001893,S02002282,2
S02001893,S02002373,1
S02001893,S02002391,1
S02001893,S02002392,1
S02001893,S02002403,1
S02001893,S02002405,2
S02001893,S02002406,1
S02001893,S02002407,1
S02001893,S02002408,11
S02001893,S02002409,2
S02001893,S02002413,1
S02001893,S02002419,1
S02001893,S02002423,2
S02001893,S02002425,4
S02001893,S02002427,1
S02001893,S02002433,1
S02001893,S02002435,2
S02001893,S02002444,2
S02001893,S02002453,1
S02001893,S02002461,3
S02001893,S02002482,1
S02001894,England,6
